Unit;ADR13;ADR15;ADR16;Ocurrences;Class DeF
org.apache.flink.api.common.typeutils.base.array.IntPrimitiveArraySerializer;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.common.typeutils.base.array.LongPrimitiveArrayComparator;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.common.typeutils.base.array.LongPrimitiveArraySerializer;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.common.typeutils.base.array.PrimitiveArrayComparator;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.common.typeutils.base.array.ShortPrimitiveArrayComparator;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.common.typeutils.base.array.ShortPrimitiveArraySerializer;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.common.typeutils.base.array.StringArraySerializer;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.functions.NullByteKeySelector;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple0;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple1;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple10;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple11;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple12;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple13;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple14;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple15;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.java.tuple.Tuple16;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.java.tuple.Tuple17;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.java.tuple.Tuple18;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.java.tuple.Tuple19;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.java.tuple.Tuple2;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple20;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.java.tuple.Tuple21;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.java.tuple.Tuple22;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.java.tuple.Tuple23;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.java.tuple.Tuple24;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.java.tuple.Tuple25;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.java.tuple.Tuple3;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple4;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple5;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple6;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple7;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple8;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.Tuple9;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple0Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple10Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple11Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple12Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple13Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple14Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple15Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple16Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple17Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple18Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple19Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple1Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple20Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple21Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple22Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple23Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple24Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple25Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple2Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple3Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple4Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple5Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple6Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple7Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple8Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.tuple.builder.Tuple9Builder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.AvroUtils;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.AvroUtils$DefaultAvroUtils;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.EitherTypeInfo;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.EitherTypeInfoFactory;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.EnumTypeInfo;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.GenericTypeInfo;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.ListTypeInfo;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.MapTypeInfo;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.MissingTypeInfo;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.MultisetTypeInfo;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.ObjectArrayTypeInfo;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.PojoField;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.PojoTypeInfo;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.PojoTypeInfo$NamedFlatFieldDescriptor;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.PojoTypeInfo$PojoTypeComparatorBuilder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.RowTypeInfo;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.RowTypeInfo$RowTypeComparatorBuilder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.TupleTypeInfo;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.TupleTypeInfo$TupleTypeComparatorBuilder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.TupleTypeInfoBase;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.TypeExtractionException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.TypeExtractionUtils;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.TypeExtractionUtils$LambdaExecutable;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.TypeExtractor;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.ValueTypeInfo;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.CopyableValueComparator;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.CopyableValueSerializer;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.CopyableValueSerializer$CopyableValueSerializerConfigSnapshot;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.DataInputViewStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.DataOutputViewStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.EitherSerializer;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.EitherSerializerConfigSnapshot;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.FieldSerializer;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.GenericTypeComparator;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.KryoRegistration;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.KryoRegistrationSerializerConfigSnapshot;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.KryoRegistrationSerializerConfigSnapshot$DummyKryoSerializerClass;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.KryoRegistrationSerializerConfigSnapshot$DummyRegisteredClass;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.KryoRegistrationSerializerConfigSnapshot$KryoRegistrationSerializationProxy;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.KryoUtils;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.NoFetchingInput;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.NullAwareComparator;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.NullMaskUtils;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.PojoComparator;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.PojoSerializer;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.PojoSerializer$PojoSerializerConfigSnapshot;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.RowComparator;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.RowSerializer;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.RowSerializer$RowSerializerConfigSnapshot;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.RuntimeComparatorFactory;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.RuntimePairComparatorFactory;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.RuntimeSerializerFactory;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.Tuple0Serializer;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.TupleComparator;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.TupleComparatorBase;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.TupleSerializer;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.TupleSerializerBase;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.TupleSerializerConfigSnapshot;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.ValueComparator;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.ValueSerializer;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.api.java.typeutils.runtime.ValueSerializer$ValueSerializerConfigSnapshot;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.kryo.JavaSerializer;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializer;1.0;0.0;0.0;1.0;0.3333333333333333
org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializer$KryoSerializerConfigSnapshot;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializerDebugInitHelper;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.kryo.MinlogForwarder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.kryo.Serializers;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.kryo.Serializers$DummyAvroKryoSerializerClass;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.kryo.Serializers$DummyAvroRegisteredClass;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.kryo.Serializers$SpecificInstanceCollectionSerializer;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.java.typeutils.runtime.kryo.Serializers$SpecificInstanceCollectionSerializerForArrayList;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.AkkaOptions;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.configuration.AlgorithmOptions;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.BlobServerOptions;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.CheckpointingOptions;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.ConfigConstants;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.configuration.ConfigOption;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.configuration.ConfigOptions;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.ConfigOptions$OptionBuilder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.Configuration;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.configuration.ConfigurationUtils;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.CoreOptions;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.configuration.DelegatingConfiguration;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.configuration.GlobalConfiguration;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.HeartbeatManagerOptions;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.HighAvailabilityOptions;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.configuration.HistoryServerOptions;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.IllegalConfigurationException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.JobManagerOptions;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.MemorySize;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.configuration.MetricOptions;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.OptimizerOptions;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.QueryableStateOptions;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.ResourceManagerOptions;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.RestOptions;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.SecurityOptions;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.configuration.TaskManagerOptions;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.configuration.UnmodifiableConfiguration;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.WebOptions;1.0;0.0;1.0;2.0;0.6666666666666666
org.apache.flink.configuration.description.Description;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.description.Description$DescriptionBuilder;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.description.Formatter;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.configuration.description.HtmlFormatter;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.description.LineBreakElement;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.description.LinkElement;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.description.ListElement;1.0;1.0;1.0;3.0;1.0
org.apache.flink.configuration.description.TextElement;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.CloseableRegistry;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.ClosingFSDataInputStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.ClosingFSDataOutputStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.ConnectionLimitingFactory;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.FSDataInputStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.FSDataInputStreamWrapper;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.fs.FSDataOutputStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.FSDataOutputStreamWrapper;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.FileInputSplit;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.FileSystem;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.fs.FileSystem$FSKey;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.FileSystemSafetyNet;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.LimitedConnectionsFileSystem;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.fs.LimitedConnectionsFileSystem$ConnectionLimitingSettings;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.LimitedConnectionsFileSystem$InStream;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.fs.LimitedConnectionsFileSystem$OutStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.LimitedConnectionsFileSystem$StreamProgressTracker;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.LimitedConnectionsFileSystem$StreamTimeoutException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.Path;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.fs.RecoverableFsDataOutputStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.SafetyNetCloseableRegistry;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.SafetyNetCloseableRegistry$CloseableReaperThread;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.SafetyNetCloseableRegistry$PhantomDelegatingCloseableRef;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.SafetyNetWrapperFileSystem;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.fs.UnsupportedFileSystemSchemeException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.UnsupportedSchemeFactory;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.local.LocalBlockLocation;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.local.LocalDataInputStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.local.LocalDataOutputStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.local.LocalFileStatus;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.local.LocalFileSystem;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.fs.local.LocalFileSystemFactory;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.local.LocalRecoverable;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.local.LocalRecoverableFsDataOutputStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.local.LocalRecoverableFsDataOutputStream$LocalCommitter;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.local.LocalRecoverableSerializer;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.fs.local.LocalRecoverableWriter;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.io.GenericInputSplit;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.io.LocatableInputSplit;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.io.PostVersionedIOReadableWritable;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.io.SimpleVersionedSerialization;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.io.VersionMismatchException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.io.VersionedIOReadableWritable;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.memory.ByteArrayDataInputView;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.memory.ByteArrayDataOutputView;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.memory.ByteArrayInputStreamWithPos;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.memory.ByteArrayOutputStreamWithPos;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.memory.DataInputDeserializer;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.memory.DataInputViewStreamWrapper;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.memory.DataOutputSerializer;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.memory.DataOutputViewStreamWrapper;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.memory.HeapMemorySegment;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.memory.HeapMemorySegment$HeapMemorySegmentFactory;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.memory.HybridMemorySegment;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.memory.MemorySegment;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.core.memory.MemorySegmentFactory;1.0;1.0;1.0;3.0;1.0
org.apache.flink.core.memory.MemoryUtils;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.BooleanValue;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.ByteValue;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.CharValue;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.DeserializationException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.DoubleValue;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.Either;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.Either$Left;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.Either$Right;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.FloatValue;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.IntValue;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.JavaToValueConverter;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.KeyFieldOutOfBoundsException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.ListValue;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.LongValue;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.MapValue;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.Nothing;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.NullFieldException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.NullKeyFieldException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.NullValue;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.Record;1.0;0.0;0.0;1.0;0.3333333333333333
org.apache.flink.types.Record$InternalDeSerializer;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.Row;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.ShortValue;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.StringValue;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.parser.BigDecParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.BigIntParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.BooleanParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.BooleanValueParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.ByteParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.ByteValueParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.DoubleParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.DoubleValueParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.FieldParser;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.types.parser.FloatParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.FloatValueParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.IntParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.IntValueParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.LongParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.LongValueParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.ShortParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.ShortValueParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.SqlDateParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.SqlTimeParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.SqlTimestampParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.StringParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.types.parser.StringValueParser;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.AbstractCloseableRegistry;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.util.AbstractID;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.CloseableIterable$Empty;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.CloseableIterator$IteratorAdapter;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.CollectionUtil;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.ConfigurationException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.DynamicCodeLoadingException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.ExceptionUtils;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.util.ExecutorUtils;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.FileUtils;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.util.FlinkException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.FlinkRuntimeException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.FutureUtil;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.IOUtils;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.util.InstantiationUtil;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.util.InstantiationUtil$ClassLoaderObjectInputStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.InstantiationUtil$FailureTolerantObjectInputStream;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.LambdaUtil;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.LongValueSequenceIterator;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.MathUtils;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.util.NetUtils;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.util.NumberSequenceIterator;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.OptionalConsumer;1.0;1.0;1.0;3.0;1.0
